epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,100.047,3.16491,3.39825,0.00691,0.85926,0.02431,0.02204,0.00926,2.85906,3.10062,0.00733,0.000499382,0.000499382,0.0672073
2,195.2,2.52409,2.50608,0.00493,0.43409,0.12572,0.0757,0.03355,2.30677,2.16816,0.00584,0.000908721,0.000908721,0.0342833
3,291.372,2.2944,2.219,0.00433,0.27615,0.13623,0.07888,0.03736,2.31679,2.11383,0.00547,0.00100726,0.00100726,0.00104846
4,384.428,2.15751,2.03726,0.00397,0.38084,0.16967,0.11175,0.05407,2.05785,1.83978,0.00485,0.000567325,0.000567325,0.000567325
5,477.453,2.07404,1.93967,0.00376,0.31701,0.19452,0.13782,0.06784,1.98268,1.74329,0.00469,0.000211075,0.000211075,0.000211075
