epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.469,3.18087,3.41463,0.00695,0.87474,0.0325,0.03599,0.01543,2.63805,2.65126,0.0068,0.000499382,0.000499382,0.0672073
2,232.662,2.51777,2.48998,0.0049,0.42253,0.12356,0.06654,0.03012,2.31343,2.16698,0.00589,0.000908721,0.000908721,0.0342833
3,343.27,2.29065,2.21235,0.00432,0.33307,0.1288,0.08048,0.03811,2.28285,2.05841,0.00539,0.00100726,0.00100726,0.00104846
4,454.568,2.15938,2.03704,0.00398,0.47849,0.16061,0.11331,0.05624,2.05222,1.81854,0.00479,0.000567325,0.000567325,0.000567325
5,566.116,2.07526,1.93529,0.00377,0.2761,0.18793,0.13745,0.06934,1.9803,1.7403,0.00469,0.000211075,0.000211075,0.000211075
